[941D571A1CA088A9985B379145CDE3FA] GET http://c9sdk:password@localhost:8080/ide/ (Document)
[25102.997] GET http://localhost:8080/static/plugins/c9.ide.ace.gotoline/skin.xml (XHR) 200
[25102.998] GET http://localhost:8080/static/plugins/c9.ide.ace.gotoline/gotoline.xml (XHR) 200
[25102.999] GET http://localhost:8080/static/plugins/c9.ide.ace.statusbar/skin.xml (XHR) 200
[25102.1000] GET http://localhost:8080/static/plugins/c9.ide.ace.statusbar/statusbar.xml (XHR) 200
[25102.1001] GET http://localhost:8080/static/plugins/c9.ide.ace.statusbar/menu.xml (XHR) 200
[25102.1002] GET http://localhost:8080/static/lib/ace/lib/ace/keyboard/vim.js (Script) 304
[25102.1003] GET http://localhost:8080/static/lib/ace/lib/ace/ext/emmet.js (Script) 304
[25102.1004] GET http://localhost:8080/static/plugins/c9.ide.find/nakignore-template (XHR) 200
[25102.1005] GET http://localhost:8080/static/~/amd/plugins/c9.ide.find/install.js (Script) 304
[25102.1006] GET http://localhost:8080/static/plugins/c9.ide.find.infiles/findinfiles.xml (XHR) 200
[25102.1007] GET http://localhost:8080/static/~/amd/plugins/c9.ide.find.replace/libsearch.js (Script) 304
[25102.1008] GET http://localhost:8080/static/lib/ace/lib/ace/mode/c9search.js (Script) 304
[25102.1009] GET http://localhost:8080/static/plugins/c9.ide.find.replace/findreplace.css (XHR) 200
[25102.1010] GET http://localhost:8080/static/plugins/c9.ide.find.replace/skin.xml (XHR) 200
[25102.1011] GET http://localhost:8080/static/plugins/c9.ide.find.replace/findreplace.xml (XHR) 200
[25102.1012] GET http://localhost:8080/static/~/amd/plugins/c9.ide.find.replace/async_search.js (Script) 304
[25102.1013] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/codebox.js (Script) 304
[25102.1014] GET http://localhost:8080/static/plugins/c9.ide.ui/style.less (XHR) 200
[25102.1015] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/lib_firmin.js (Script) 304
[25102.1016] GET http://localhost:8080/static/lib/c9/assert.js (Script) 304
[25102.1017] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/list_data.js (Script) 304
[25102.1018] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/data_provider.js (Script) 304
[25102.1019] GET http://localhost:8080/static/plugins/c9.ide.ui/widgets.less (XHR) 200
[25102.1020] GET http://localhost:8080/static/~/amd/plugins/c9.ide.terminal/aceterm/aceterm.js (Script) 304
[25102.1021] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/lib/menu/menu.js (Script) 304
[25102.1022] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/lib/crypto.js (Script) 304
[25102.1023] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/lib/page.js (Script) 304
[25102.1024] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/lib/dropdown.js (Script) 304
[25102.1025] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/lib/splitbox.js (Script) 304
[25102.1026] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/lib/flexbox.js (Script) 304
[25102.1027] GET http://localhost:8080/static/plugins/c9.ide.dialog.common/error.css (XHR) 200
[25102.1028] GET http://localhost:8080/static/plugins/c9.ide.dialog.common/notification.css (XHR) 200
[25102.1029] GET http://localhost:8080/static/plugins/c9.ide.dialog.login/login.xml (XHR) 200
[25102.1030] GET http://localhost:8080/static/plugins/c9.ide.dialog.login/login.css (XHR) 200
[25102.1031] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/data_provider_mirror.js (Script) 304
[25102.1032] GET http://localhost:8080/static/plugins/c9.ide.dialog.file/file.xml (XHR) 200
[25102.1033] GET http://localhost:8080/static/plugins/c9.ide.dialog.file/file.css (XHR) 200
[25102.1034] GET http://localhost:8080/static/~/amd/plugins/c9.fs/proc2pty.js (Script) 304
[25102.1035] GET http://localhost:8080/static/~/amd/plugins/c9.fs/fs.streams.js (Script) 304
[25102.1036] GET http://localhost:8080/static/~/amd/plugins/c9.fs/fs.xhr.js (Script) 304
[25102.1037] GET http://localhost:8080/static/lib/c9/string.js (Script) 304
[25102.1038] GET http://localhost:8080/static/~/amd/plugins/c9.ide.threewaymerge/diff.js (Script) 304
[25102.1039] GET http://localhost:8080/static/~/amd/plugins/c9.ide.threewaymerge/diff_match_patch_amd.js (Script) 304
[25102.1040] GET http://localhost:8080/static/lib/ace/lib/ace/lib/net.js (Script) 304
[25102.1041] GET http://localhost:8080/static/~/amd/plugins/c9.ide.language/complete_util.js (Script) 304
[25102.1042] GET http://localhost:8080/static/~/amd/plugins/c9.ide.language.core/syntax_detector.js (Script) 304
[25102.1043] GET http://localhost:8080/static/lib/ace/lib/ace/autocomplete/popup.js (Script) 304
[25102.1044] GET http://localhost:8080/static/~/amd/plugins/c9.ide.language.core/completedp.js (Script) 304
[25102.1045] GET http://localhost:8080/static/lib/ace/lib/ace/snippets.js (Script) 304
[25102.1046] GET http://localhost:8080/static/plugins/c9.ide.language.core/complete.css (XHR) 200
[25102.1047] GET http://localhost:8080/static/lib/ace/lib/ace/anchor.js (Script) 304
[25102.1048] GET http://localhost:8080/static/plugins/c9.ide.language.core/marker.css (XHR) 200
[25102.1049] GET http://localhost:8080/static/lib/ace/lib/ace/placeholder.js (Script) 304
[25102.1050] GET http://localhost:8080/static/lib/treehugger/lib/treehugger/tree.js (Script) 304
[25102.1051] GET http://localhost:8080/static/~/amd/plugins/c9.ide.language.core/hover_link.js (Script) 304
[25102.1052] GET http://localhost:8080/static/lib/ace/lib/ace/mouse/mouse_handler.js (Script) 304
[25102.1053] GET http://localhost:8080/static/lib/ace/lib/ace/lib/useragent.js (Script) 304
[25102.1054] GET http://localhost:8080/static/~/amd/plugins/c9.ide.language.generic/snippet_loader.js (Script) 304
[25102.1055] GET http://localhost:8080/static/lib/tern_from_ts/defs/__list.json (XHR) 200
[25102.1056] GET http://localhost:8080/static/plugins/c9.ide.language.python/server/jedi_server.py (XHR) 200
[25102.1057] GET http://localhost:8080/static/plugins/c9.ide.language.python/server/launch_command.sh (XHR) 200
[25102.1058] GET http://localhost:8080/static/~/amd/plugins/c9.ide.language.jsonalyzer/default_plugins.js (Script) 304
[25102.1059] GET http://localhost:8080/static/~/amd/lib/jsonm/build/unpacker.js (Script) 304
[25102.1060] GET http://localhost:8080/static/plugins/c9.ide.language.jsonalyzer/server/jsonalyzer_server.js (XHR) 200
[25102.1061] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run/runcfgdp.js (Script) 304
[25102.1062] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/data/frame.js (Script) 304
[25102.1063] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/data/source.js (Script) 304
[25102.1064] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/data/breakpoint.js (Script) 304
[25102.1065] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/data/variable.js (Script) 304
[25102.1066] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/data/scope.js (Script) 304
[25102.1067] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/data/data.js (Script) 304
[25102.1068] GET http://localhost:8080/static/plugins/c9.ide.run.debug/debuggers/debugger.xml (XHR) 200
[25102.1069] GET http://localhost:8080/static/plugins/c9.ide.run.debug/debuggers/debugger.css (XHR) 200
[25102.1070] GET http://localhost:8080/static/plugins/c9.ide.run.debug/debuggers/skin.xml (XHR) 200
[25102.1071] GET http://localhost:8080/static/plugins/c9.ide.run.debug/debuggers/netproxy.js (XHR) 200
[25102.1072] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/debuggers/v8/oldv8debugger.js (Script) 304
[25102.1073] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/debuggers/chrome/chromedebugger.js (Script) 304
[25102.1074] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/debuggers/chrome/chrome-debug-proxy-launcher.js (Script) 304
[25102.1075] GET http://localhost:8080/static/plugins/c9.ide.run.debug/breakpoints.xml (XHR) 200
[25102.1076] GET http://localhost:8080/static/plugins/c9.ide.run.debug/breakpoints.html (XHR) 200
[25102.1077] GET http://localhost:8080/static/plugins/c9.ide.run.debug/callstack.xml (XHR) 200
[25102.1078] GET http://localhost:8080/static/lib/ace/lib/ace/line_widgets.js (Script) 304
[25102.1079] GET http://localhost:8080/static/plugins/c9.ide.immediate/style.css (XHR) 200
[25102.1080] GET http://localhost:8080/static/plugins/c9.ide.run.debug/variables.xml (XHR) 200
[25102.1081] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/variablesdp.js (Script) 304
[25102.1082] GET http://localhost:8080/static/plugins/c9.ide.run.debug/watches.xml (XHR) 200
[25102.1083] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug.xdebug/lib/DbgpClient.js (Script) 304
[25102.1084] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug.xdebug/lib/util.js (Script) 304
[25102.1085] GET http://localhost:8080/static/plugins/c9.ide.run.debug.xdebug/netproxy.js (XHR) 200
[25102.1086] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/debuggers/gdb/lib/GDBProxyService.js (Script) 304
[25102.1087] GET http://localhost:8080/static/plugins/c9.ide.run.debug/debuggers/gdb/shim.js (XHR) 200
[25102.1088] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug.ikpdb/lib/IKPdbService.js (Script) 304
[25102.1089] GET http://localhost:8080/static/plugins/c9.ide.run.debug.ikpdb/netproxy.js (XHR) 200
[25102.1090] GET http://localhost:8080/static/plugins/c9.ide.terminal/terminal.xml (XHR) 200
[25102.1091] GET http://localhost:8080/static/~/amd/plugins/c9.ide.terminal/aceterm/libterm.js (Script) 304
[25102.1092] GET http://localhost:8080/static/~/amd/plugins/c9.ide.terminal/tmux_connection.js (Script) 304
[25102.1093] GET http://localhost:8080/static/plugins/c9.ide.terminal/style.css (XHR) 200
[25102.1094] GET http://localhost:8080/static/~/amd/lib/assert.js (Script) 304
[25102.1095] GET http://localhost:8080/static/~/amd/plugins/c9.ide.terminal/aceterm/hover_link.js (Script) 304
[25102.1096] GET http://localhost:8080/static/~/amd/plugins/c9.ide.terminal.monitor/message_matchers.js (Script) 304
[25102.1097] GET http://localhost:8080/static/plugins/c9.ide.terminal.monitor/message_view.css (XHR) 200
[25102.1098] GET http://localhost:8080/static/plugins/c9.ide.terminal.monitor/message_view.html (XHR) 200
[25102.1099] GET http://localhost:8080/static/plugins/c9.ide.run/output.xml (XHR) 200
[25102.1100] GET http://localhost:8080/static/plugins/c9.ide.run/style.css (XHR) 200
[25102.1101] GET http://localhost:8080/static/plugins/c9.ide.console/style.css (XHR) 200
[25102.1102] GET http://localhost:8080/static/plugins/c9.ide.console/console.xml (XHR) 200
[25102.1103] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/layout.xml (XHR) 200
[25102.1104] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/lesshat.less (XHR) 200
[25102.1105] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/keyframes.css (XHR) 200
[25102.1106] GET http://localhost:8080/static/~/amd/plugins/c9.ide.layout.classic/less/index.js (Script) 304
[25102.1107] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/skins.xml (XHR) 200
[25102.1108] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/tooltip.js (Script) 304
[25102.1109] GET http://localhost:8080/static/plugins/c9.ide.tree/tree.xml (XHR) 200
[25102.1110] GET http://localhost:8080/static/plugins/c9.ide.tree/style.css (XHR) 200
[25102.1111] GET http://localhost:8080/static/plugins/c9.ide.upload/dragdrop.css (XHR) 200
[25102.1112] GET http://localhost:8080/static/plugins/c9.ide.upload/upload.css (XHR) 200
[25102.1113] GET http://localhost:8080/static/plugins/c9.ide.upload/markup/win_upload_files.xml (XHR) 200
[25102.1114] GET http://localhost:8080/static/~/amd/plugins/c9.ide.upload/batch.js (Script) 304
[25102.1115] GET http://localhost:8080/static/~/amd/plugins/c9.ide.upload/upload_job.js (Script) 304
[25102.1116] GET http://localhost:8080/static/plugins/c9.ide.upload/upload_progress.css (XHR) 200
[25102.1117] GET http://localhost:8080/static/plugins/c9.ide.upload/markup/box_upload_activity.xml (XHR) 200
[25102.1118] GET http://localhost:8080/static/plugins/c9.ide.upload/markup/skin.xml (XHR) 200
[25102.1119] GET http://localhost:8080/static/plugins/c9.ide.navigate/navigate.xml (XHR) 200
[25102.1120] GET http://localhost:8080/static/~/amd/plugins/c9.ide.navigate/dataprovider.js (Script) 304
[25102.1121] GET http://localhost:8080/static/plugins/c9.ide.navigate/style.css (XHR) 200
[25102.1122] GET http://localhost:8080/static/plugins/c9.ide.keys/panel.xml (XHR) 200
[25102.1123] GET http://localhost:8080/static/~/amd/plugins/c9.ide.keys/dataprovider.js (Script) 304
[25102.1124] GET http://localhost:8080/static/plugins/c9.ide.keys/style.css (XHR) 200
[25102.1125] GET http://localhost:8080/static/plugins/c9.ide.language.core/outline.xml (XHR) 200
[25102.1126] GET http://localhost:8080/static/~/amd/plugins/c9.ide.language.core/outlinedp.js (Script) 304
[25102.1127] GET http://localhost:8080/static/plugins/c9.ide.language.core/outline.css (XHR) 200
[25102.1128] GET http://localhost:8080/static/plugins/c9.ide.language.core/outline_template.js (XHR) 200
[25102.1129] GET http://localhost:8080/static/plugins/c9.ide.panels/skin.xml (XHR) 200
[25102.1130] GET http://localhost:8080/static/plugins/c9.ide.processlist/processlist.css (XHR) 200
[25102.1131] GET http://localhost:8080/static/plugins/c9.ide.installer/style.css (XHR) 200
[25102.1132] GET http://localhost:8080/static/plugins/c9.ide.installer/pages/intro.html (XHR) 200
[25102.1133] GET http://localhost:8080/static/plugins/c9.ide.installer/pages/overview.html (XHR) 200
[25102.1134] GET http://localhost:8080/static/plugins/c9.ide.installer/pages/execute.html (XHR) 200
[25102.1135] GET http://localhost:8080/static/plugins/c9.ide.installer/pages/complete.html (XHR) 200
[25102.1136] GET http://localhost:8080/static/plugins/c9.ide.installer/install/aborted.html (XHR) 200
[25102.1137] GET http://localhost:8080/static/plugins/c9.ide.installer/install/success.html (XHR) 200
[25102.1138] GET http://localhost:8080/static/plugins/c9.ide.installer/commands/darwin.sh (XHR) 200
[25102.1139] GET http://localhost:8080/static/plugins/c9.ide.installer/commands/zip.sh (XHR) 200
[25102.1140] GET http://localhost:8080/static/plugins/c9.ide.installer/commands/tar.gz.sh (XHR) 200
[25102.1141] GET http://localhost:8080/static/~/amd/plugins/c9.ide.installer/install/install.js (Script) 304
[25102.1142] GET http://localhost:8080/static/plugins/c9.ide.preview/preview.css (XHR) 200
[25102.1143] GET http://localhost:8080/static/plugins/c9.ide.preview/previewers/raw.css (XHR) 200
[25102.1144] GET http://localhost:8080/static/plugins/c9.ide.preview.browser/suspended.html (XHR) 200
[25102.1145] GET http://localhost:8080/static/lib/ace/lib/ace/ext/static_highlight.js (Script) 304
[25102.1146] GET http://localhost:8080/static/lib/ace/lib/ace/ext/modelist.js (Script) 304
[25102.1147] GET http://localhost:8080/static/~/amd/plugins/c9.ide.language.html.diff/HTMLInstrumentation.js (Script) 304
[25102.1148] GET http://localhost:8080/static/~/amd/plugins/c9.ide.format/formatters/lib_jsbeautify.js (Script) 304
[25102.1149] GET http://localhost:8080/static/plugins/c9.ide.welcome/style.css (XHR) 200
[25102.1150] GET http://localhost:8080/static/plugins/c9.ide.welcome/welcome.html (XHR) 200
[25102.1151] GET http://localhost:8080/static/~/amd/plugins/c9.cli.bridge/json-stream.js (Script) 304
[25102.1152] GET http://localhost:8080/static/plugins/c9.cli.bridge/bridge-service.js (XHR) 200
[25102.1153] GET http://localhost:8080/static/plugins/c9.ide.help/help.xml (XHR) 200
[25102.1154] GET http://localhost:8080/static/plugins/c9.ide.help/style.css (XHR) 200
[25102.1155] GET http://localhost:8080/static/plugins/c9.ide.help/skin.xml (XHR) 200
[25102.1156] GET http://localhost:8080/static/plugins/c9.ide.guide/style.css (XHR) 200
[25102.1157] GET http://localhost:8080/static/plugins/c9.ide.behaviors/style.css (XHR) 200
[25102.1158] GET http://localhost:8080/static/plugins/c9.ide.preferences/preferences.css (XHR) 200
[25102.1159] GET http://localhost:8080/static/plugins/c9.ide.login/login.css (XHR) 200
[25102.1160] GET http://localhost:8080/static/plugins/c9.ide.pubsub/pubsub-service.js (XHR) 200
[25102.1161] GET http://localhost:8080/static/plugins/c9.ide.collab/notifications/skin.xml (XHR) 200
[25102.1162] GET http://localhost:8080/static/plugins/c9.ide.collab/notifications/bubble.xml (XHR) 200
[25102.1163] GET http://localhost:8080/static/~/amd/plugins/c9.ide.test/data/coverage.js (Script) 304
[25102.1164] GET http://localhost:8080/static/~/amd/plugins/c9.ide.test/data/file.js (Script) 304
[25102.1165] GET http://localhost:8080/static/~/amd/plugins/c9.ide.test/data/testset.js (Script) 304
[25102.1166] GET http://localhost:8080/static/~/amd/plugins/c9.ide.test/data/test.js (Script) 304
[25102.1167] GET http://localhost:8080/static/~/amd/plugins/c9.ide.test/data/node.js (Script) 304
[25102.1168] GET http://localhost:8080/static/~/amd/plugins/c9.ide.test/data/data.js (Script) 304
[25102.1169] GET http://localhost:8080/static/plugins/c9.ide.test/style.css (XHR) 200
[25102.1170] GET http://localhost:8080/static/plugins/c9.ide.scm/v1/style.css (XHR) 200
[25102.1171] GET http://localhost:8080/static/~/amd/plugins/c9.ide.scm/diff/conflictmarker.js (Script) 304
[25102.1172] GET http://localhost:8080/static/~/amd/plugins/c9.ide.scm/log/log.js (Script) 304
[25102.1173] GET http://localhost:8080/static/~/amd/plugins/c9.ide.scm/diff/twoway.js (Script) 304
[25102.1174] GET http://localhost:8080/static/plugins/c9.ide.language.codeintel/server/codeintel_server.py (XHR) 200
[25102.1175] GET http://localhost:8080/static/plugins/c9.ide.language.codeintel/server/launch_command.sh (XHR) 200
[25102.1176] GET http://localhost:8080/static/~/amd/lib/util.js (Script) 304
[25102.1177] GET http://localhost:8080/static/~/amd/plugins/c9.ide.navigate/heap.js (Script) 304
[25102.1178] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/virtual_renderer.js (Script) 304
[25102.1179] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/config.js (Script) 304
[25102.1180] GET http://localhost:8080/static/lib/ace/lib/ace/lib/oop.js (Script) 304
[25102.1181] GET http://localhost:8080/static/lib/ace/lib/ace/keyboard/textinput.js (Script) 304
[25102.1182] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/mouse/mouse_handler.js (Script) 304
[25102.1183] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/selection.js (Script) 304
[25102.1184] GET http://localhost:8080/static/lib/ace/lib/ace/lib/event_emitter.js (Script) 304
[25102.1185] GET http://localhost:8080/static/lib/ace/lib/ace/keyboard/hash_handler.js (Script) 304
[25102.1186] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/commands/default_commands.js (Script) 304
[25102.1187] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/quicksearch.js (Script) 304
[25102.1188] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/scrollable.js (Script) 304
[25102.1189] GET http://localhost:8080/static/~/amd/lib/stream.js (Script) 304
[25102.1190] GET http://localhost:8080/static/~/amd/msgpack-js/msgpack.js (Script) 304
[25102.1191] GET http://localhost:8080/static/~/amd/kaefer/reliable_socket.js (Script) 304
[25102.1192] GET http://localhost:8080/static/~/amd/kaefer/reconnect_socket.js (Script) 304
[25102.1193] GET http://localhost:8080/static/lib/ace/lib/ace/lib/app_config.js (Script) 304
[25102.1194] GET http://localhost:8080/static/lib/ace/lib/ace/layer/gutter.js (Script) 304
[25102.1195] GET http://localhost:8080/static/lib/ace/lib/ace/layer/marker.js (Script) 304
[25102.1196] GET http://localhost:8080/static/lib/ace/lib/ace/layer/text.js (Script) 304
[25102.1197] GET http://localhost:8080/static/lib/ace/lib/ace/layer/cursor.js (Script) 304
[25102.1198] GET http://localhost:8080/static/lib/ace/lib/ace/scrollbar.js (Script) 304
[25102.1199] GET http://localhost:8080/static/lib/ace/lib/ace/renderloop.js (Script) 304
[25102.1200] GET http://localhost:8080/static/lib/ace/lib/ace/layer/font_metrics.js (Script) 304
[25102.1201] GET http://localhost:8080/static/lib/ace/lib/ace/css/editor.css (XHR) 200
[25102.1202] GET http://localhost:8080/static/lib/ace/lib/ace/mouse/default_handlers.js (Script) 304
[25102.1203] GET http://localhost:8080/static/lib/ace/lib/ace/mouse/default_gutter_handler.js (Script) 304
[25102.1204] GET http://localhost:8080/static/lib/ace/lib/ace/mouse/mouse_event.js (Script) 304
[25102.1205] GET http://localhost:8080/static/lib/ace/lib/ace/mouse/dragdrop_handler.js (Script) 304
[25102.1206] GET http://localhost:8080/static/lib/ace/lib/ace/mouse/fold_handler.js (Script) 304
[25102.1207] GET http://localhost:8080/static/lib/ace/lib/ace/bidihandler.js (Script) 304
[25102.1208] GET http://localhost:8080/static/lib/ace/lib/ace/selection.js (Script) 304
[25102.1209] GET http://localhost:8080/static/lib/ace/lib/ace/mode/text.js (Script) 304
[25102.1210] GET http://localhost:8080/static/lib/ace/lib/ace/apply_delta.js (Script) 304
[25102.1211] GET http://localhost:8080/static/lib/ace/lib/ace/background_tokenizer.js (Script) 304
[25102.1212] GET http://localhost:8080/static/lib/ace/lib/ace/search_highlight.js (Script) 304
[25102.1213] GET http://localhost:8080/static/lib/ace/lib/ace/edit_session/folding.js (Script) 304
[25102.1214] GET http://localhost:8080/static/lib/ace/lib/ace/edit_session/bracket_match.js (Script) 304
[25102.1215] GET http://localhost:8080/static/lib/ace/lib/ace/search.js (Script) 304
[25102.1216] GET http://localhost:8080/static/lib/ace/lib/ace/token_iterator.js (Script) 304
[25102.1217] GET http://localhost:8080/static/lib/ace/lib/ace/clipboard.js (Script) 304
[25102.1218] GET http://localhost:8080/static/lib/ace/lib/ace/range_list.js (Script) 304
[25102.1219] GET http://localhost:8080/static/lib/ace/lib/ace/mouse/multi_select_handler.js (Script) 304
[25102.1220] GET http://localhost:8080/static/lib/ace/lib/ace/commands/multi_select_commands.js (Script) 304
[25102.1221] GET http://localhost:8080/static/lib/ace/lib/ace/mode/javascript.js (Script) 304
[25102.1222] GET http://localhost:8080/static/lib/ace/lib/ace/mode/css.js (Script) 304
[25102.1223] GET http://localhost:8080/static/lib/ace/lib/ace/mode/html_highlight_rules.js (Script) 304
[25102.1224] GET http://localhost:8080/static/lib/ace/lib/ace/mode/behaviour/xml.js (Script) 304
[25102.1225] GET http://localhost:8080/static/lib/ace/lib/ace/mode/folding/html.js (Script) 304
[25102.1226] GET http://localhost:8080/static/lib/ace/lib/ace/lib/es6-shim.js (Script) 304
[25102.1227] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ace.repl/repl_cell.js (Script) 304
[25102.1228] GET http://localhost:8080/static/plugins/c9.ide.ace.repl/repl.css (XHR) 200
[25102.1229] GET http://localhost:8080/static/lib/ace/lib/ace/tokenizer.js (Script) 304
[25102.1230] GET http://localhost:8080/static/lib/ace/lib/ace/mode/c9search_highlight_rules.js (Script) 304
[25102.1231] GET http://localhost:8080/static/lib/ace/lib/ace/mode/matching_brace_outdent.js (Script) 304
[25102.1232] GET http://localhost:8080/static/lib/ace/lib/ace/mode/folding/c9search.js (Script) 304
[25102.1233] GET http://localhost:8080/static/~/amd/plugins/c9.ide.terminal/aceterm/input.js (Script) 304
[25102.1234] GET http://localhost:8080/static/~/amd/plugins/c9.ide.terminal/aceterm/mouse.js (Script) 304
[25102.1235] GET http://localhost:8080/static/~/amd/plugins/c9.ide.terminal/aceterm/wc.js (Script) 304
[25102.1236] GET http://localhost:8080/static/~/amd/plugins/c9.ide.terminal/aceterm/term_colors.js (Script) 304
[25102.1237] GET http://localhost:8080/static/~/amd/plugins/c9.ide.terminal/aceterm/scroll_buffer.js (Script) 304
[25102.1238] GET http://localhost:8080/static/plugins/c9.ide.language.jsonalyzer/server/invoke_helper.js (XHR) 200
[25102.1239] GET http://localhost:8080/static/plugins/c9.ide.language.jsonalyzer/server/handlers/jsonalyzer_sh_server.js (XHR) 200
[25102.1240] GET http://localhost:8080/static/plugins/c9.ide.language.jsonalyzer/server/handlers/jsonalyzer_php_server.js (XHR) 200
[25102.1241] GET http://localhost:8080/static/plugins/c9.ide.language.jsonalyzer/server/handlers/jsonalyzer_rb_server.js (XHR) 200
[25102.1242] GET http://localhost:8080/static/plugins/c9.ide.language.jsonalyzer/server/handlers/jsonalyzer_go_server.js (XHR) 200
[25102.1243] GET http://localhost:8080/static/plugins/c9.ide.language.jsonalyzer/server/mock_language_worker.js (XHR) 200
[25102.1244] GET http://localhost:8080/static/plugins/c9.ide.language.jsonalyzer/server/mock_jsonalyzer_worker.js (XHR) 200
[25102.1245] GET http://localhost:8080/static/plugins/c9.ide.language/complete_util.js (XHR) 200
[25102.1246] GET http://localhost:8080/static/plugins/c9.ide.language/worker_util.js (XHR) 200
[25102.1247] GET http://localhost:8080/static/plugins/c9.ide.language.jsonalyzer/worker/jsonalyzer_base_handler.js (XHR) 200
[25102.1248] GET http://localhost:8080/static/plugins/c9.ide.language.jsonalyzer/worker/ctags/ctags_util.js (XHR) 200
[25102.1249] GET http://localhost:8080/static/plugins/c9.ide.language.javascript.infer/path.js (XHR) 200
[25102.1250] GET http://localhost:8080/static/lib/jsonm/build/packer.js (XHR) 200
[25102.1251] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/debuggers/v8/lib/V8Debugger.js (Script) 304
[25102.1252] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/debuggers/v8/lib/StandaloneV8DebuggerService.js (Script) 304
[25102.1253] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/debuggers/chrome/DevtoolsProtocol.js (Script) 304
[25102.1254] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug.xdebug/lib/DbgpSession.js (Script) 304
[25102.1255] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug.xdebug/lib/DbgpStreamReader.js (Script) 304
[25102.1256] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug.xdebug/lib/DbgpStreamWriter.js (Script) 304
[25102.1257] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug.xdebug/lib/XmlStreamReader.js (Script) 304
[25102.1258] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug.xdebug/lib/SocketStream.js (Script) 304
[25102.1259] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/debuggers/gdb/lib/MessageReader.js (Script) 304
[25102.1260] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug.ikpdb/lib/MessageReader.js (Script) 304
[25102.1261] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/main.less (XHR) 200
[25102.1262] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/style.less (XHR) 200
[25102.1263] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/bar.less (XHR) 200
[25102.1264] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/bk-window2.less (XHR) 200
[25102.1265] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/bk-window.less (XHR) 200
[25102.1266] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/blackbutton.less (XHR) 200
[25102.1267] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/blackdg.less (XHR) 200
[25102.1268] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/black_dropdown.less (XHR) 200
[25102.1269] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/browser-btn.less (XHR) 200
[25102.1270] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/btn-default-css3.less (XHR) 200
